title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,<,1943,mi_idx.info_type_id,=,101#7,1,1,1,7,6,1,4,1,1,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2013,ci.role_id,=,1,mi_idx.info_type_id,=,100#4710125,403404,6,124,4710125,1002086,403404,1,403404,403404,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,1915,mi_idx.info_type_id,=,101#22253,3852,1,28,22253,4989,3852,11,3852,3852,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2012,mi_idx.info_type_id,>,101#29675,254,1,78,29675,23519,254,11,254,254,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,<,1995#10322212,131803,5,108,3436215,812474,131803,11,395564,131803,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,<,2012,ci.person_id,=,200377#39,13,2,12,13,1,13,1,39,13,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,=,2004,ci.role_id,<,2,mi_idx.info_type_id,=,99#50697,4879,1,1,50697,17688,4879,1,4879,4879,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,=,2004,ci.person_id,<,2607344#646868,11418,5,1,215472,137524,11418,11,34260,11418,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,1970,ci.person_id,>,809890,ci.role_id,>,1#20956181,370432,6,44,6980211,1384871,370432,10,1111472,370432,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,>,1,t.production_year,=,1973,ci.person_id,<,1044532,mi_idx.info_type_id,<,100#11557,1324,4,1,11557,4840,1324,10,1324,1324,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,=,2011#1047375,12001,5,1,348783,235402,12001,11,36009,12001,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,2012#1845997,17655,6,1,614500,254728,17655,11,52971,17655,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,>,1,t.production_year,=,1968,ci.role_id,>,2#35958,1249,3,1,11986,3059,1249,9,3747,1249,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,>,1,t.production_year,>,0,mi_idx.info_type_id,=,100#7351920,241702,5,77,7351920,999099,241702,11,241702,241702,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,>,1966,mi_idx.info_type_id,>,101#26544,183,1,45,26544,21197,183,11,183,183,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,=,1976,ci.person_id,<,999636,mi_idx.info_type_id,>,101#101,4,1,1,101,99,4,8,4,4,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,2012,mi_idx.info_type_id,<,100#614500,17655,6,1,614500,254728,17655,11,17655,17655,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,=,2012#931105,10191,5,1,309536,212506,10191,11,30579,10191,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,=,2012,mi_idx.info_type_id,=,101#304964,7464,1,1,304964,61158,7464,11,7464,7464,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,>,1955,mi_idx.info_type_id,<,100#4983355,139150,1,58,4983355,409602,139150,11,139150,139150,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,2007,mi_idx.info_type_id,=,100#3444342,100506,6,7,3444342,913870,100506,11,100506,100506,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,>,3,t.production_year,<,2008#11763687,129201,3,61,3921229,474273,129201,11,387603,129201,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,>,2,t.production_year,=,2005,mi_idx.info_type_id,<,101#687986,10202,4,1,343993,116247,10202,11,20404,10202,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,=,1984#99294,1090,1,1,33098,10247,1090,11,3270,1090,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,<,1988,ci.role_id,=,1#992820,33065,1,40,330940,40646,33065,1,99195,33065,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,2,t.production_year,<,2012,mi_idx.info_type_id,<,101#11684618,199584,1,125,5842309,1776630,199584,11,399168,199584,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2012,ci.person_id,=,2246989,ci.role_id,<,3,mi_idx.info_type_id,>,99#24,12,3,6,12,1,12,1,24,12,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,4,t.production_year,<,2008#1267752,22758,1,40,422584,178825,22758,11,68274,22758,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,1993,mi_idx.info_type_id,=,99#195926,6445,6,1,195926,95084,6445,11,6445,6445,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,4,t.production_year,<,1912,ci.role_id,>,10,mi_idx.info_type_id,=,99#53,48,1,16,53,23,48,1,48,48,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,1999,ci.role_id,=,1#6739253,204100,6,15,2245054,635697,204100,1,612379,204100,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,4,t.production_year,<,1988,ci.person_id,<,163876,ci.role_id,>,1,mi_idx.info_type_id,>,101#132,70,1,38,132,89,70,9,70,70,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2001,mi_idx.info_type_id,=,100#6458606,234203,6,114,6458606,1185174,234203,11,234203,234203,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,2010#4442917,42405,6,4,1479798,479976,42405,11,127227,42405,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,2011,mi_idx.info_type_id,=,101#788848,22433,6,3,788848,296341,22433,11,22433,22433,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,<,2005,ci.person_id,>,3153543#1123140,70686,1,58,374380,33932,70686,8,212058,70686,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,1927,ci.person_id,>,26003,ci.role_id,=,4#2508,332,1,1,835,502,332,1,997,332,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,1989,ci.person_id,>,18116#493248,5595,6,1,164340,84078,5595,11,16787,5595,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2005#24663246,291846,6,118,8213802,1526380,291846,11,875749,291846,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,2005,ci.person_id,>,2523691#628143,17916,6,1,209284,97297,17916,10,53751,17916,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,<,2012#13792047,130376,1,65,4597349,385175,130376,11,391128,130376,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,>,2001,ci.person_id,>,3106017,mi_idx.info_type_id,<,101#1152192,62766,1,12,576096,52208,62766,8,125532,62766,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,=,2009,ci.person_id,>,2068190,mi_idx.info_type_id,>,101#876,7,1,1,876,852,7,8,7,7,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,=,1964,ci.person_id,>,3445066,ci.role_id,>,2#3270,696,1,1,1090,242,696,4,2088,696,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,2009,mi_idx.info_type_id,=,101#670423,19524,6,1,670423,285272,19524,11,19524,19524,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2009,ci.person_id,=,1873865,ci.role_id,<,4,mi_idx.info_type_id,>,100#874,874,4,23,874,1,874,1,874,874,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,2011,ci.person_id,<,2180658,ci.role_id,=,4,mi_idx.info_type_id,=,101#25316,12188,6,2,25316,8578,12188,1,12188,12188,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,=,2003#502758,4431,1,1,167586,36943,4431,11,13293,4431,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,=,1973#63327,904,1,1,21109,7194,904,11,2712,904,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,7,t.production_year,>,1991#11834289,100382,1,22,3944763,342693,100382,11,301146,100382,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,1997,ci.role_id,>,1,mi_idx.info_type_id,<,101#5994614,192918,6,110,2997307,571137,192918,10,385836,192918,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,4,t.production_year,=,2013,ci.role_id,>,1#135396,1979,3,1,45132,36079,1979,10,5937,1979,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2012,ci.person_id,<,3351738,ci.role_id,=,1,mi_idx.info_type_id,>,100#4544182,387482,6,123,4532758,960487,387482,1,387736,387482,3
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,1,t.production_year,>,1983,mi_idx.info_type_id,<,101#8193244,130278,1,31,4096622,1548163,130278,11,260556,130278,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,2010,ci.role_id,>,8,mi_idx.info_type_id,<,101#353044,16998,6,1,176522,68853,16998,3,33996,16998,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2006,ci.person_id,=,3613572,mi_idx.info_type_id,>,99#2,1,1,1,1,1,1,1,2,1,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,2011,ci.role_id,=,1,mi_idx.info_type_id,=,100#194704,17827,6,1,194704,102021,17827,1,17827,17827,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2006#26404832,310831,6,119,8794094,1637499,310831,11,932707,310831,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,3,t.production_year,>,1997,mi_idx.info_type_id,<,100#708375,21065,1,16,708375,288177,21065,11,21065,21065,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,<,1950,ci.person_id,>,3855478#11898,2976,3,44,3951,1699,2976,2,8943,2976,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,=,1,t.production_year,>,1987,ci.role_id,<,8#8526615,120390,1,27,2838818,1190787,120390,7,361298,120390,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,2009,ci.person_id,>,2711578,ci.role_id,>,9,mi_idx.info_type_id,<,100#380315,39738,6,5,380315,104113,39738,2,39738,39738,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,1965#36245217,391605,6,49,12072840,2297655,391605,11,1175002,391605,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,2010,mi_idx.info_type_id,=,99#1479798,42405,6,4,1479798,479976,42405,11,42405,42405,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2011,ci.role_id,=,4,mi_idx.info_type_id,=,100#760677,327678,6,117,760677,164396,327678,1,327678,327678,1
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,=,2001,ci.person_id,<,3022706#921360,12234,6,1,306878,139409,12234,11,36708,12234,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,<,2004,mi_idx.info_type_id,>,99#10593746,196960,5,117,5286348,1363656,196960,11,394125,196960,4
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,>,2009,ci.role_id,<,3#2862531,56773,6,5,953631,378150,56773,2,170339,56773,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,3,t.production_year,>,1965,mi_idx.info_type_id,>,101#26697,187,1,46,26697,21302,187,11,187,187,2
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.production_year,<,2008#30187751,349706,6,121,10054392,1859982,349706,11,1049344,349706,5
title t,cast_info ci,movie_info_idx mi_idx#t.id=ci.movie_id,t.id=mi_idx.movie_id#t.kind_id,<,7,t.production_year,<,2011,ci.person_id,>,1921110,ci.role_id,=,10,mi_idx.info_type_id,=,99#840488,116211,5,104,840488,375529,116211,1,116211,116211,1
